MT	1	143827
MT	2	144423
MT	3	145148
MT	4	146653
MT	5	147829
MT	6	150731
MT	7	151294
MT	8	153724
MT	9	156026
MT	10	156224
MT	11	156554
MT	12	155420
MT	13	157472
MT	14	157915
MT	15	156908
MT	16	157486
MT	17	141379
MT	18	157199
MT	19	156430
MT	20	153912
MT	21	155283
MT	22	154489
MT	23	159090
MT	24	158603
MT	25	158840
MT	26	157903
MT	27	158426
MT	28	156253
MT	29	158923
MT	30	152940
MT	31	157315
MT	32	157799
MT	33	157197
MT	34	134129
MT	35	158471
MT	36	159059
MT	37	155829
MT	38	158463
MT	39	156128
MT	40	154939
MT	41	150159
MT	42	158386
MT	43	152608
MT	44	156939
MT	45	156898
MT	46	156258
MT	47	156672
MT	48	157694
MT	49	158981
MT	50	154925
MT	51	158790
MT	52	159013
MT	53	155388
MT	54	158973
MT	55	159425
MT	56	159526
MT	57	155132
MT	58	159417
MT	59	158515
MT	60	158310
MT	61	157809
MT	62	159881
MT	63	159861
MT	64	158420
MT	65	158192
MT	66	78815
MT	67	126288
MT	68	158609
MT	69	159191
MT	70	155071
MT	71	150474
MT	72	146289
MT	73	145050
MT	74	158265
MT	75	156196
MT	76	147446
MT	77	148394
MT	78	153676
MT	79	154734
MT	80	159085
MT	81	158955
MT	82	158311
MT	83	159123
MT	84	158351
MT	85	158375
MT	86	158811
MT	87	157250
MT	88	158076
MT	89	159475
MT	90	158485
MT	91	158501
MT	92	156716
MT	93	158505
MT	94	158636
MT	95	160136
MT	96	159119
MT	97	156924
MT	98	158315
MT	99	159101
MT	100	150523
MT	101	158737
MT	102	154146
MT	103	158561
MT	104	153460
MT	105	159733
MT	106	155911
MT	107	159727
MT	108	153383
MT	109	158294
MT	110	158871
MT	111	157981
MT	112	143668
MT	113	158358
MT	114	158890
MT	115	155278
MT	116	158431
MT	117	159571
MT	118	159570
MT	119	159657
MT	120	157611
MT	121	159205
MT	122	158888
MT	123	158266
MT	124	158468
MT	125	158777
MT	126	159956
MT	127	159855
MT	128	159809
MT	129	157779
MT	130	159726
MT	131	159002
MT	132	159499
MT	133	153886
MT	134	159247
MT	135	160202
MT	136	159341
MT	137	159629
MT	138	159589
MT	139	159620
MT	140	151406
MT	141	157262
MT	142	154164
MT	143	156253
MT	144	153848
MT	145	156327
MT	146	154650
MT	147	154160
MT	148	154540
MT	149	153316
MT	150	149467
MT	151	150452
MT	152	85055
MT	153	84499
MT	154	85223
MT	155	86030
MT	156	85045
MT	157	85124
MT	158	86445
MT	159	86475
MT	160	86364
MT	161	86253
MT	162	83371
MT	163	82846
MT	164	85494
MT	165	85422
MT	166	85433
MT	167	86060
MT	168	85113
MT	169	85354
MT	170	85783
MT	171	86207
MT	172	86289
MT	173	86489
MT	174	86155
MT	175	85281
MT	176	85617
MT	177	85137
MT	178	85357
MT	179	85177
MT	180	86217
MT	181	85794
MT	182	85530
MT	183	85834
MT	184	84630
MT	185	85353
MT	186	85811
MT	187	85626
MT	188	85470
MT	189	86170
MT	190	86077
MT	191	85918
MT	192	85275
MT	193	85392
MT	194	85023
MT	195	83457
MT	196	85777
MT	197	85779
MT	198	85314
MT	199	85067
MT	200	83622
MT	201	85579
MT	202	85990
MT	203	82838
MT	204	82753
MT	205	85875
MT	206	85782
MT	207	85761
MT	208	85104
MT	209	85590
MT	210	85104
MT	211	86186
MT	212	85957
MT	213	86354
MT	214	86058
MT	215	86356
MT	216	86086
MT	217	86204
MT	218	85537
MT	219	86122
MT	220	85140
MT	221	84117
MT	222	81356
MT	223	79393
MT	224	85583
MT	225	85202
MT	226	84683
MT	227	84734
MT	228	83745
MT	229	86108
MT	230	85768
MT	231	85931
MT	232	80645
MT	233	80743
MT	234	80300
MT	235	85649
MT	236	85761
MT	237	84988
MT	238	85885
MT	239	85921
MT	240	84513
MT	241	84743
MT	242	84722
MT	243	85127
MT	244	85840
MT	245	85336
MT	246	86069
MT	247	85874
MT	248	85918
MT	249	86202
MT	250	85879
MT	251	85820
MT	252	85657
MT	253	85423
MT	254	85378
MT	255	84669
MT	256	83375
MT	257	83358
MT	258	85387
MT	259	85471
MT	260	85119
MT	261	83797
MT	262	84445
MT	263	83339
MT	264	85112
MT	265	82336
MT	266	82901
MT	267	83472
MT	268	78407
MT	269	81241
MT	270	79929
MT	271	85614
MT	272	85099
MT	273	85613
MT	274	85704
MT	275	85059
MT	276	85970
MT	277	86022
MT	278	86051
MT	279	85965
MT	280	85665
MT	281	85469
MT	282	85706
MT	283	85018
MT	284	85370
MT	285	84980
MT	286	63134
MT	287	81674
MT	288	85279
MT	289	85600
MT	290	85785
MT	291	85419
MT	292	84815
MT	293	85572
MT	294	85570
MT	295	80201
MT	296	84922
MT	297	83238
MT	298	82501
MT	299	84828
MT	300	82949
MT	301	85004
MT	302	82343
MT	303	52298
MT	304	71662
MT	305	81511
MT	306	83866
MT	307	84749
MT	308	84938
MT	309	84307
MT	310	78748
MT	311	71133
MT	312	82499
MT	313	84707
MT	314	85076
MT	315	84576
MT	316	83947
MT	317	84167
MT	318	83358
MT	319	82246
MT	320	83021
MT	321	82507
MT	322	82549
MT	323	82991
MT	324	81918
MT	325	82893
MT	326	82642
MT	327	85256
MT	328	84775
MT	329	83610
MT	330	84363
MT	331	84820
MT	332	81201
MT	333	78043
MT	334	85044
MT	335	83917
MT	336	85495
MT	337	83243
MT	338	82894
MT	339	86054
MT	340	86101
MT	341	85931
MT	342	84111
MT	343	83895
MT	344	85949
MT	345	85409
MT	346	84463
MT	347	84548
MT	348	83055
MT	349	85687
MT	350	84265
MT	351	85952
MT	352	85832
MT	353	81435
MT	354	85776
MT	355	86127
MT	356	84202
MT	357	66358
MT	358	84707
MT	359	86241
MT	360	86369
MT	361	86350
MT	362	86210
MT	363	79899
MT	364	85906
MT	365	85408
MT	366	85086
MT	367	85749
MT	368	85983
MT	369	71738
MT	370	85995
MT	371	86295
MT	372	84978
MT	373	85593
MT	374	85866
MT	375	85613
MT	376	85804
MT	377	84458
MT	378	86165
MT	379	86195
MT	380	85146
MT	381	81671
MT	382	86263
MT	383	85963
MT	384	85366
MT	385	85919
MT	386	83903
MT	387	86071
MT	388	85618
MT	389	85536
MT	390	85041
MT	391	85096
MT	392	86290
MT	393	85859
MT	394	84766
MT	395	80900
MT	396	84568
MT	397	83884
MT	398	80792
MT	399	85251
MT	400	86153
MT	401	86351
MT	402	86263
MT	403	85816
MT	404	85893
MT	405	77591
MT	406	85245
MT	407	85872
MT	408	85065
MT	409	81996
MT	410	84251
MT	411	84410
MT	412	84197
MT	413	85357
MT	414	84836
MT	415	85283
MT	416	85540
MT	417	83721
MT	418	83696
MT	419	85388
MT	420	85211
MT	421	71359
MT	422	79036
MT	423	83845
MT	424	85417
MT	425	84638
MT	426	85177
MT	427	84823
MT	428	85461
MT	429	85083
MT	430	85956
MT	431	84244
MT	432	84768
MT	433	43143
MT	434	77113
MT	435	85290
MT	436	85801
MT	437	85994
MT	438	85738
MT	439	85521
MT	440	85990
MT	441	85425
MT	442	85582
MT	443	85105
MT	444	81684
MT	445	81715
MT	446	85918
MT	447	85886
MT	448	85331
MT	449	85292
MT	450	85699
MT	451	85700
MT	452	83772
MT	453	85494
MT	454	85550
MT	455	84155
MT	456	50054
MT	457	72463
MT	458	85126
MT	459	85634
MT	460	85551
MT	461	71861
MT	462	81541
MT	463	84079
MT	464	83823
MT	465	85529
MT	466	84510
MT	467	81873
MT	468	84528
MT	469	85579
MT	470	84646
MT	471	84471
MT	472	84626
MT	473	84344
MT	474	85644
MT	475	85932
MT	476	85076
MT	477	85750
MT	478	85897
MT	479	86194
MT	480	84668
MT	481	84701
MT	482	85766
MT	483	85711
MT	484	85963
MT	485	86183
MT	486	85819
MT	487	84504
MT	488	85041
MT	489	85055
MT	490	85069
MT	491	84854
MT	492	85291
MT	493	85548
MT	494	59871
MT	495	84264
MT	496	84922
MT	497	85192
MT	498	84823
MT	499	84416
MT	500	84326
MT	501	85696
MT	502	85815
MT	503	85548
MT	504	85848
MT	505	80078
MT	506	84856
MT	507	84031
MT	508	83916
MT	509	78456
MT	510	82033
MT	511	84671
MT	512	84367
MT	513	83345
MT	514	70053
MT	515	70418
MT	516	82699
MT	517	82569
MT	518	84858
MT	519	83793
MT	520	84900
MT	521	84464
MT	522	84831
MT	523	84461
MT	524	83191
MT	525	84486
MT	526	83399
MT	527	84885
MT	528	84345
MT	529	85184
MT	530	84020
MT	531	84832
MT	532	85102
MT	533	85189
MT	534	80913
